name,price,old_price,discount
"Hp Probook G1,Touch Screen X360,Intel,4GB RAM,512GB SSD, 11.6 Plus Mouse-Grey/Black  (6MTHS WRTY)","UGX 799,000","UGX 1,200,000",33%
"Macbook Pro 15-Inch 2019 i9 8-Core, 32GB RAM, 500 SSD, Graphics: Radeon 4GB","UGX 2,400,000",,
"Mini Laptop,Intel Pentium/Celeron,4GB RAM,64GB SSD,Windows 11 Pro,-Grey/Black,Renewed","UGX 319,000","UGX 599,000",47%
"Lenovo ThinkPad X1 Yoga 2-in-1 i5 8GB RAM 256GB SSD, - Silver.","UGX 1,450,000","UGX 1,570,000",8%
ProBook 640 Core I5 8GB RAM 500GB HDD GRADE A (Refurbished)- Black (6months Warranty),"UGX 518,990","UGX 1,000,000",48%
"X250/X240,Core i5 2.30GHz,8GB Ram, 500GB HDD,12.5"" - Black,Refurbished(6Months Warranty)","UGX 679,000","UGX 1,090,019",38%
 Renewed Elitebook 840 G5 Core I5 8th Gen 16GB RAM 512GB SSD - Silver (6MTHS WRTY),"UGX 1,390,000","UGX 1,900,000",27%
Lenovo Thinkpad x260 6th Gen  Core i5 Ram 8gb Storage 256 GB SSD  - Black,"UGX 720,000","UGX 1,700,000",58%
"Latitude Core i3-8th Generation, 128GB SSD, 4GB RAM, 13.3"",Refurbished(3 Months Warranty)","UGX 499,000","UGX 799,000",38%
"Refurbished Latitude 3189/3190,Pentium,4GB RAM 256GB SSD 11""Touch-Grey","UGX 520,000","UGX 1,200,015",57%
"Latitude Touchscreen  13.3 Inch  Core I5, 8GB RAM, 500GB HDD,- Refurbished","UGX 800,000",,
Hp  14 Intel Core i7 13th Gen  16GB RAM 512GB SSD (Brand New)-Blue,"UGX 2,228,000","UGX 3,000,000",26%
"Hp 14S Intel Core i5-12th Gen – 8GB RAM, 256GB SSD, 14"" Silver Laptop. Brand New","UGX 1,785,000","UGX 2,000,000",11%
"Elite Book 840 Work place and business  Laptop Core I5,8GB Ram DDR3 1600MHZ Speed ,1000GB HDD Storage , 4-8 hour battery  - Black,Grey-Renewed","UGX 730,000","UGX 1,300,000",44%
"Latitude 3380 Intel Core I3 13.3"" 6th/7th Gen 8GB RAM, 500GB HDD, Refurbished - Grey","UGX 540,000","UGX 870,000",38%
Hp EliteBook 830 G10  Intel Core i7 16GB DDR4 RAM  512GB SSD  13.3” FHD Display  Silver. Brand New,"UGX 2,682,000","UGX 3,000,000",11%
"DELL Latitude 3380-Business Laptop, Intel Core i3, 13.3""- 6th/7th Gen, 8GB RAM, 500GB HDD Renewed - Grey","UGX 559,000","UGX 1,230,000",55%
"Thinkpad Refurbished T420/T430 I5,500GB HDD,8GB Ram-Black","UGX 500,000","UGX 1,200,000",58%
"Refurbished Elite Book 840 , Intel Core i5:8GB Ram, 500GB HDD Plus Free Mouse-  Silver","UGX 589,999","UGX 1,589,990",63%
"Refurbished 14"" ThinkPad T440/T440s Core I5 8GB RAM 500GB HDD - Black Grade A","UGX 560,000","UGX 1,200,000",53%
"Probook X360 Intel  Touch Screen, 2-in-1 Convertable,Screen Laptop 4GB RAM 256SSD - Grey(Refurbished) Grade A","UGX 499,990","UGX 999,986",50%
"EliteBook 820 12.5-inch,Core I5,8GB RAM,500 GB,Black,Plus Bag,mouse,laptop stand,Refurbished(6MTHS WRTY) Grade A","UGX 639,000","UGX 1,199,000",47%
Hp Laptop 15.6 Core i3 Gen 11 4GB Ram1TB HDD Win11 Home - Black,"UGX 1,600,000","UGX 2,200,001",27%
"Nec VersaPro , Intel Core i5 8th Generation,8GB RAM,128GB SSD,12.5""Windows 10 Pro-Black,Refurished","UGX 579,000","UGX 1,020,000",43%
"Renewed Probook G1,Touch Screen X360,Intel,4GB RAM,128GB SSD, 11.6,Mini-Grey","UGX 479,700","UGX 1,450,000",67%
Refurbished Latitude 7420 Laptop Core i5 16GB Ram  11th Generation 256GB SSD -Black/Grey,"UGX 1,300,000","UGX 1,800,000",28%
"Refurbished Elitebook Core I5,16GB RAM,500GB SSD 14 Inch, - Black","UGX 629,000","UGX 1,489,995",58%
"Refurbished NoteBook ,Core I5,12GB Ram,500GB HDD 14""Windows 11 (6 MONTHS WARRANTY)-  Black","UGX 599,000","UGX 999,000",40%
"Hp  Renewed Elitebook G3,Core I5 6TH Generation,8GB RAM,256GB SSD 12.5""- Silver Grade A","UGX 699,900","UGX 1,295,000",46%
"Elitebook 830 G5  Core I5 8th Gen,16GB RAM,256GB SSD, 13.3 Inch Laptop ,Windows 10,Renewed Grade A - Silver","UGX 1,299,000","UGX 1,450,000",10%
"Refurbished HP EliteBook 840 G2 Core i5 4GB RAM, 500GB HDD - Black","UGX 599,000","UGX 1,790,019",67%
ProBook 640 Intel Core I5 8GB RAM 750GB HDD Refurbished (6 MNTHS WRNTY) - Black,"UGX 550,000","UGX 1,200,000",54%
"Refurbished ThinkPad 11e 4GBRAM 128GB SSD 11.6""-Black","UGX 375,000","UGX 700,008",46%
Renewed 3310 13.3-inch Intel Pentium 4GB RAM 128GB SSD Win 10-3 Months Warranty - Grey/Black,"UGX 449,000","UGX 650,000",31%
"Refurbished Latitude 3189/3190 2 In 1, 11.6"" Touch Screen Laptop, Intel , 4GB RAM DDR4, 128GB SSD-Black","UGX 450,000","UGX 750,000",40%
"Mini Laptop 11.6"" HD Intel Pentium Windows 10 Pro 4GB RAM 64GB SSD-Grey/Black,Renewed ","UGX 319,000","UGX 620,000",49%
" Refurbished ProBrook 11e Mini laptop 11.6 Inch 500GB HDD ,8GB Ram, Plus Bag  -Black Grade A","UGX 485,900","UGX 899,000",46%
"Refurbrished 14.0""  Thinkpad X1 Carbon Core i7/8Gen  16GB RAM 512GB ROM  - Black","UGX 1,200,000","UGX 1,500,000",20%
"Hp OMEN Gaming Laptop, 16 Inch 2K 144Hz FHD IPS Display, Intel Core Ultra 7 255H, 16GB RAM, 1TB SSD, Nvidia RTX 5060 8GB Graphics, English Keyboard, Windows 11 Home, Shadow Black","UGX 6,600,000",,
"ProBook 430 G3 Intel Core i5 6th Gen 13.3 inches Business Laptop ,8GB RAM ,256GB SSD Windows 10 Pro-Refurbished","UGX 699,000","UGX 1,290,000",46%
 Renewed Elitebook 840/830 G5 Core I5 8th Gen 8GB RAM 512GB SSD - Silver (6MTHS WRTY),"UGX 1,274,078","UGX 1,900,000",33%
"ThinkPad X1 Carbon 8th Gen Intel Core i7 14 Inch Slim Laptop, 16GB RAM 512GB SSD (Renewed) -Black (Grade A)","UGX 1,700,000","UGX 2,000,000",15%
Hp Laptop 15-Dw1345Nia (571C5Ea)- Core I7 15.6 Inches Touch Screen Laptop. Intel® Core™ I7-10510U,"UGX 3,120,000","UGX 4,326,000",28%
"X260/X270 Laptop, Intel Core I5-6th Generation CPU, 8GB RAM, 256GB SSD, 12.5 Inch Refurbished Plus Bag (6MTHS WRTY)","UGX 649,000","UGX 1,099,990",41%
"ThinkPad T470s Core I5  256GB SSD, 8GB RAM Slim Laptop – Black (Refurbished) Grade A","UGX 699,999","UGX 1,400,000",50%
"Hp Refurbished EliteBook 840 G2, Core i5, 8GB RAM, 500GB HDD - Black","UGX 620,000","UGX 850,000",27%
"100e 2nd Gen 11.6"" Rugged & Spill Resistant Mini Laptop Plus Free Pouche,Black,Renewed","UGX 349,000","UGX 579,000",40%
"Hp Probook 430 G5/G6, Intel Core i5 8th Generation, 8GB RAM, 256 GB SSD 14 Inches HD Display-Renewed-Silver","UGX 799,000","UGX 1,260,000",37%
"TravelMate Spin, TouchScreen x360, Intel Pentium Silver N5000,4GB RAM,128B SSD, 11"",Blck,Refurbished","UGX 459,000","UGX 760,000",40%
"Verse pro-vx7 Corei5 15.4 , 8gb ram 256ssd 10th gen Refurbished.","UGX 445,000","UGX 850,000",48%
"Probook G1,Touch Screen X360 4GB RAM,256GB SSD, 11.6 Inch (Grade A) Plus Free Mouse-Grey","UGX 590,000","UGX 1,000,000",41%
"DELL Laptop Latitude 5540 15.6"" Core I5 With 13Th Gen Intel Processor. - Grey","UGX 4,230,000","UGX 5,866,000",28%
"Refurbrished ThinkPad X1 Carbon 10th Gen Intel Core i7 - 14"" 16GB RAM 512GB SSD Touch Screen  - Black","UGX 2,500,000",,
" Refurbished EliteBook 840 G5 14"" i7 8th Generation 8GB 256GB SSD Silver","UGX 1,300,000","UGX 1,700,000",24%
"Hp 14s Laptop, Intel Celeron N4020, 4 GB RAM, 256GB SSD, 14-inch HD Touchscreen, Windows 11 Home","UGX 1,120,000","UGX 1,300,000",14%
"Refurbrished Elitebook 820 G3, 12.5 Inch,Core i5 6th Gen, 8GBRAM ,512GB SSD-Silver","UGX 828,450","UGX 1,250,000",34%
Refurbished Latitude 3340/3350  Core I5 8GB RAM 1TB ROM - Gray,"UGX 629,000","UGX 1,589,990",60%
Refurbished Latitude 7490 I5 8GB 256GB SSD - Black Grade A,"UGX 909,900","UGX 1,590,000",43%
"Hp EliteBook 840 G3 Core I5, 8GB DDR4 RAM, 256GB SSD Plus 500GB HDD Renewed - Silver (6 Months Warranty)","UGX 850,000","UGX 1,300,000",35%
" Latitude 3310 Intel Pentium 8GB RAM 128GB SSD,13-inch ,Win 10-3 Months Warranty,Renewed- Grey/Black","UGX 539,000","UGX 700,000",23%
"Refurbished Latitude E5450/E7450 Core i5 8GB RAM 500GB HDD,6Months Warranty -Black","UGX 549,000","UGX 999,000",45%
"Refurbished Acer Mini Travelmate.4GB RAM 128GB SSD, 12Inches - Black() (4MTHS WRTY)","UGX 359,000","UGX 990,000",64%
Hp Spectre 14 X360 Ef0036Na Core I5 12Th Gen - Silver,"UGX 5,260,000","UGX 7,280,000",28%
"Renewed Probook Ultra PC, I5 6th Gen,8GB RAM 500GB  14""DVD RW - Black","UGX 649,000","UGX 1,190,000",45%
"EliteBook 840, Core i5, 8GB Ram, 500GB Hdd- Refurbished - Black","UGX 580,000","UGX 1,150,000",50%
"Refurbished Lenovo Thinkpad , 11.6 Inch   4GBRAM, 500GB - Black","UGX 449,990","UGX 899,991",50%
"DELL  Latitude 3189/90,Intel Pentium,8GB RAM,256GB SSD,11"" with 4-8 hour battery and Touch Screen -Grey-refurbrished","UGX 550,000","UGX 900,000",39%
Refurbished Probook Touch Screen X360 Intel 4GB RAM 128GB SSD 11.6 Plus Free Bag-(Grade A),"UGX 480,000","UGX 650,000",26%
"Refurbished Probook 640 G2, I5 6th Gen,16GB PC4 RAM 256GB SSD 14""DV – Black","UGX 699,000","UGX 1,290,000",46%
Refurbished HP Elitebook 840 G2 i5 6GB RAM 500GB HDD - Backlit Keyboard,"UGX 599,000","UGX 1,689,984",65%
"Travelmate.4GB RAM 128GB SSD, 12Inches - Black(Refurbished","UGX 359,000","UGX 999,000",64%
"Refurbished NoteBook ,Core I5,8GB Ram,500GB HDD 14""Windows 11 (6 MONTHS WARRANTY)-  Black","UGX 569,000","UGX 999,000",43%
"MacBook Pro 13” 2019 – Intel Core i5 Quad-Core, 8GB RAM, 128GB SSD – Retina Display – Touch Bar & Touch ID – Canada Used","UGX 1,360,000","UGX 1,400,000",3%
"Refurbished Probook 440/430 G3 i5,8GB RAM, 256GB SSD 14"" - Black","UGX 599,000","UGX 1,290,006",54%
"RefurbishedThinkPad Yoga, 12.5-inch, Core i5, 8GB RAM, 512GB SSD, Touch Screen , Plus Bag -Black ","UGX 835,000","UGX 1,650,000",49%
Thinkpad Refurbished  11''  8GBRAM 500GB HDD -Black Grade A,"UGX 460,000","UGX 649,985",29%
"Refurbished EliteBook 820  12.5"" - Core I7 ,8GB RAM 500GB-Black","UGX 659,000","UGX 1,800,000",63%
"Flip E205 11.6-inch Touchscreen x360, Intel Pentium 4GB,128GB Storage (64GB SSD Plus 64GB SD Card), Windows 10, Dark Blue,Refurbished","UGX 399,000","UGX 700,000",43%
"EliteBook 840 G5 Laptop i5-8th Gen 8GB DDR4 RAM, 256GB SSD – Silver(6MTHS WRTY)Refurbished","UGX 977,900","UGX 1,600,000",39%
"Acer Mini Refurbrished Travel Mate B115 - 11.6""  Touch Screen Intel Pentium 4GB RAM 128GB SSD - Black","UGX 350,000","UGX 850,000",59%
Renewed  EliteBook 820 G4 Core i5 7th Gen 8GB RAM 256GB SSD 12.5-Inch Silver Laptop,"UGX 980,000","UGX 1,830,000",46%
Hp ZBOOK FIREFLY 14 G7 INTE CORE I7 10 TH CPU 16GB RAM 512GB 14 INCH DISPLAY TOUCHSCREEN RENEWED - GREY,"UGX 2,420,000",,
DELL Latitude 3340/3350 Core I5 4GB Ram 500GB Storage,"UGX 579,000","UGX 890,000",35%
"Nec VersaPro Slim Laptop, Intel Core i5 8th Generation,8GB RAM,128GB SSD,12.5""Win10-Black,Refurished","UGX 589,000","UGX 1,050,000",44%
"Hp Renewed Elitebook G4,Core I5 7th Generation,8GB RAM,256GB SSD 12.5""- Silver Grade A","UGX 750,000","UGX 1,390,000",46%
"Core i3 6th Generation,4GB RAM,128GB SSD,11.6 Inch Mini Laptop Windows 11-Black,Refurbished","UGX 399,000","UGX 700,000",43%
"Refurbished ThinkPad 11e 4GBRAM 128GB HDD 11.6"" Laptop-Black (Grade A).","UGX 375,000","UGX 690,000",46%
"X270 Core i5 2.3 GHz 8 GB RAM 256GB SSD 12.5"" HD IPS Windows 11-Refurbished","UGX 559,000","UGX 999,000",44%
"Apple 2023 MacBook Pro M3 Chip 14.2""   18GB Unified RAM 512GB SSD - Space Gray","UGX 7,880,000","UGX 8,880,000",11%
"Latitude 11.6 Inch 3189 / 3190 Touch screen ,128GB SSD ,4GB RAM + Mouse-Dark Grey","UGX 679,000","UGX 750,000",9%
"Hp EliteBook 830 G5/G6,Intel Core I5 8th Gen,16GB RAM,512GB SSD, 13inch, Silver-Renewed","UGX 1,399,000","UGX 1,800,000",22%
"EliteBook 840 G5 16GB Ram, 512GB SSD 14 Inch Screen, Core I5 8th Gen,Windows 11 - Renewed - Silver","UGX 1,399,000","UGX 1,550,000",10%
"Hp Elitebook 840/830 G5  Core I5 8th Generation , 8GB DDR4 Ram, 256GB SSD,Windows 11, Renewed – Silver","UGX 949,999","UGX 1,789,000",47%
"Lenovo Thinkpad Student Laptop, 4GB RAM 128GB SSD 11.6""Mini Laptop, Plus Pouche and Mouse-Refurbished","UGX 345,000","UGX 600,000",43%
"100e 2nd Gen 11.6"" Rugged & Spill Resistant Mini Laptop Plus Free Pouche,Black,Refurbished. ","UGX 335,000","UGX 629,000",47%
"Travelmate 12 Inch Laptop 4GB RAM 128GB SSD, Intel (Refurbished) - Black Grade A","UGX 360,000","UGX 850,000",58%
"(RENEWED) Latitude 7280 Business Laptop Core i7 6th Gen 13inch, Refurbished Laptop with 8GB RAM ,256GB SSD Black color","UGX 899,000","UGX 1,700,000",47%
"Lenovo 14"" ThinkPad T470s With Free Bag & 32GB Flash Drive - Black","UGX 1,000,000","UGX 2,500,000",60%
"Refurbished 14 Inch EliteBook 840 G2, Core i5, 5th Gen, 16GB Ram, 500GB HDD, Windows 10 Pro - Black","UGX 720,000","UGX 1,200,000",40%
"Hp EliteBook 1030 G8 X360 Core i7, 16GB Ram, 256GB SSD 11th Gen Touchscreen 13.3 Inches-Renewed - Silver","UGX 2,100,000","UGX 3,300,000",36%
Lenovo Thinkpad Refurbished  X260 Intel core i5 8GB 1000GB(1TB) HDD Plus Bag 13 Inch-Black,"UGX 949,000","UGX 1,790,019",47%
"Convertible Touchscreen 11.6"", Intel Celeron 128GB SSD, 4GB Ram - Black,Refurbished","UGX 399,000","UGX 989,982",60%
"Lenovo Ultrabook Renewed 11.6"" Mini Core i3 6th Gen,4GB RAM 128GB SSD,Windows 11 Pro-Black","UGX 395,000","UGX 999,014",60%
"Refurbished Thinkpad ,intel  processor 4GBram, 320GB - Black","UGX 450,000","UGX 850,014",47%
"Latitude 3189,Intel Pentium,4GB RAM,128GB SSD,11"" Touch Screen With 4-8 Hour Battery-Grey","UGX 660,000","UGX 850,000",22%
" E7270/5270, 12.5""Screen, Intel Core i5,6th Generation, 8GB RAM, 256GB SSD, Refurbished - Black (6MTHS WRTY)","UGX 599,000","UGX 999,000",40%
"Hp Probook 430 Intel Core i5 ,8GB Ram 500GB HDD 14 Inch Screen -Black,Renewed","UGX 599,000","UGX 999,000",40%
Refurbished Computer 640 Core I5 8GB Ram 1TB HDD 14 Inch Screen -Black (6 MNTHS WRTY),"UGX 599,000","UGX 1,000,000",40%
"UK Used Refurbished Elite Book 840 Intel Core I5 4GB Ram, 500GB HDD- Dark Grey","UGX 696,000","UGX 1,200,000",42%
"DELL Latitude E7470, Intel Core I5, 8GB RAM, 512 SSD, 14""Inch, Plus Bag And Mouse-Black (6MTHS WRTY)  Refurbished","UGX 859,000","UGX 1,390,000",38%
"Hp 14-FP0013DX OmniBook 5 Flip 2-in-1 14"" FHD+ Touch Screen Intel Core 5 120U 8GB RAM 512 SSD - Gracier Silver Brand New Laptop Computer","UGX 2,340,000","UGX 4,000,000",42%
DELL Latitude 7390 Core i5 8th Gen 16GB 1TB SSD 13 inches screen size  WITH FREE Mouse,"UGX 1,490,000","UGX 2,200,000",32%
"Refurbished  840 Elitebook Core I5, 16GB RAM, 750GB HDD Plus Bag and Mouse - Black","UGX 669,000","UGX 1,399,900",52%
"Elitebook 840 G5/G6 14"" Touchscreen Core I7 8th Gen, 16GB Ram, 512GB SSD Refurbished (8 MONTHS WARRANT)- Silver","UGX 1,500,000","UGX 3,500,000",57%
"Hp Probook 430 Intel Core i5 ,8GB Ram 500GB HDD 14"" Windows 11 Pro -Black,Renewed","UGX 599,000","UGX 999,000",40%
" 7480 Core i7 7th Gen 8GB RAM 256GB SSD – 14"" touch screen (Refurbished)","UGX 1,000,000","UGX 1,500,000",33%
"3000 Series Student Mini Laptop,Intel Celeron,64GB SSD,4GB RAM,11.6""-Grey/Black,Refurbished","UGX 319,000","UGX 600,000",47%
" Refurbished Latitude 11'' Inch 3180/3190 ,256GB SSD/4GB RAM - Black","UGX 479,000","UGX 1,000,000",52%
"Refurbished Dell X360 3189,4GB RAM,128GB SSD11.6""-Black ,touch","UGX 550,000","UGX 1,400,004",61%
"100e 2nd Gen 11.6"" Rugged & Spill Resistant Mini Laptop Plus Mouse,Black,Refurbished. ","UGX 335,000","UGX 589,000",43%
"Hp 15s Core i7 11th Gen 15.6 FHD Display"" (512GB SSD, 8GB DDR4 Memory) 2.9GHz","UGX 2,360,000","UGX 2,500,000",6%
"Latitude 3380 (Refurbished), Intel Core I3, 13.3"", 6th/7th Gen, 8GB RAM, 256GB SSD +Mouse & Bag","UGX 525,000","UGX 780,000",33%
"Hp  Probook Touch Screen 360 Intel, 2-in-1 Convertable HD Screen Laptop 4GB RAM 128GB","UGX 2,000,000",,
"13.3 Inches Business Laptop,8GB RAM,256 GB SSD Storage-Renewed","UGX 649,000","UGX 850,000",24%
"Hp OmniBook X Flip Next Gen AI Laptop, 14 inch 2K IPS Touch Display, Intel Core Ultra 7 256V, 16GB RAM, 1TB SSD, Intel Arc 140V Graphics, English Backlit Keyboard, Windows 11, Atmospheric Blue","UGX 3,600,000",,
"840 G5 14"" Core I5 8th Gen 8GB RAM 512GB SSD - Silver(6MONTH WARRANT)","UGX 1,990,000","UGX 2,800,000",29%
DELL 3340 Intel Celeron/Pentium 8GB RAM 500GB HDD Free Flash Disk Toshiba,"UGX 475,000","UGX 840,000",43%
Latitude E7440 i5 8GB 500GB  4TH GEN Refurbished-Silver,"UGX 670,000","UGX 1,000,000",33%
Apple MacBook Pro Retina 2015 – 13-Inch Core i7 16GB RAM  256GB SSD Grade A ,"UGX 1,100,000","UGX 1,500,000",27%
"Refurbished Travelmate Series Intel 4GB RAM 128GB SSD 12"" 4Hrs Battery-Black","UGX 359,000","UGX 600,000",40%
"Renewed ThinkPad T460s/T470S Core i5, 6th Gen, 14-inch, 8GB RAM, 256GB SSD Ultrabook (6MTHS WRTY) Black color","UGX 799,000","UGX 1,600,000",50%
"Refurbished 820 G3,Core I5,8GB RAM,500GB HDD 12.5""- Silver Grade A","UGX 699,000","UGX 1,689,984",59%
DELL Refurbished Latitude 11'' Inch 3180/3190 128GB SSD/4GB RAM Plus Free Bag-Dark Grey/ Black (Grade A),"UGX 399,000","UGX 650,000",39%
"Flip E205, 2 in (Tablet and laptop) 11.6-inch Touchscreen x360, Pentium 4GB,128GB Storage, (64GB SSD Plus 64GB SD Card), Dark Blue,Refurbished","UGX 399,000","UGX 700,000",43%
Apple MacBook Pro 13 Inch 2020 - 2022 With M2 Chip (A2338) 8GB Ram Unifed Memory 512GB SSD,"UGX 6,500,000","UGX 7,500,000",13%
"Latitude 13.3 Inches Business Laptop,8GB RAM,128 GB SSD Storage-Refurbished","UGX 549,900","UGX 700,000",21%
"Probook G1,Touch Screen X360 4GB RAM,256GB SSD, 11.6 Inch (Grade A) Plus Free Mouse-Grey. Refurbished","UGX 589,000","UGX 1,000,000",41%
"Hp  Elite Book 820,Core I5,8GB Ram,500GB Plus mouse -Black","UGX 556,800","UGX 1,290,000",57%
 Hp probook 640 core i5 8GB RAM 500GB HDD GRADE A+ ( 6MONTHS WARRANTY) Plus Free mouse And Mouse Pad  - Black,"UGX 523,000","UGX 700,000",25%
"Refurbished Latitude 7470, Core I5 8GB RAM, 256GB SSD, 14-Inch FHD Display, Black, Business Laptop (6months Warranty)","UGX 729,900","UGX 1,150,000",37%
"Renewed EliteBook 820 12.5'' Core I5, 16GB Ram,1TB HDD , plus bag and mouse - Black","UGX 800,000","UGX 900,000",11%
"DELL Latitude Intel Core i5-8th Gen 8GB RAM 256GB SSD 13-inch HD,Renewed – Black (6 MONTHS WARRANTY)","UGX 775,000","UGX 999,000",22%
" Refurbished 14"" ThinkPad T440s/T440/T450 Core I5 8GB RAM 500GB HDD Plus Bag -Black","UGX 629,000","UGX 1,400,000",55%
"Latitude 5300 Business-Class notebook, Intel Core i5 8th Generation,8GB PC4 RAM,256 SSD,13.3” Refurbished, Black (6 Months Warranty)","UGX 749,000","UGX 1,090,000",31%
"Latitude 7280 Touch screen 12.5"" Core I7  6th Generation  8GB  512GB  Fast SSD Business Laptop  with battery of 4-8hours -Refurbished-Black","UGX 950,000","UGX 1,900,000",50%
Apple 2017 MacBook Air 13-inch core i5 8 GB RAM 256 GB SSD - Silver,"UGX 900,000","UGX 2,000,000",55%
"DELL Latitude 3380-Business Laptop, Intel Core i3, 13.3""- 6th/7th Gen, 8GB RAM, 500GB HDD Renewed - Grey","UGX 557,000","UGX 1,000,000",44%
3189 Touch Screen X360 Laptop 4GB RAM 256GB GB Ssd Refurbished - Grey.,"UGX 559,000","UGX 870,000",36%
"Refurbished Latitude 3120 Mini Laptop, Intel Pentium/celeron Processor, 4GB Ram, 128GB SSD,11.6” Windows 10-Grey (3 Months Warranty)","UGX 399,000","UGX 689,000",42%
" Refurbished Latitude 3189/3190 2-in-1 Touchscreen Convertible Laptop, intel Processor, 4GB RAM, 512GB SSD, + Mouse -Dark Grey","UGX 599,000","UGX 1,100,000",46%
Touchscreen  8GB Ram And 128GB Fast SSD 8Hrs Battery With Laptop Cover -Renewed-Dark Grey,"UGX 630,000","UGX 1,000,000",37%
Hp 840 g7 core i5 16gb ram 512gb storage touch screen-silver refurbished ,"UGX 1,650,000","UGX 2,200,000",25%
"Hp Renewed Elite X2 Detachable,2-IN-1 Laptop,Core i5,8GB RAM,256GB SSD-Silver (6MTHS WRTY)","UGX 1,299,000","UGX 2,000,000",35%
Latitude 11'' Inch 3180/3190 4GB RAM 128GB SSD Refurbished (3MTHS WRTY) - Grey/Black (Grade A),"UGX 390,000","UGX 800,000",51%
"Hp Elitebook Business Laptop Core I5, 8GB DDR4 Ram, 512GB SSD Storage - Silver(6MTHS WRTY) Refurbished  Grade A","UGX 1,289,999","UGX 1,690,000",24%
"Hp Elite Book 840 G2, Intel Core i5,8GB Ram, 500GB Hdd - Silver & Black.","UGX 565,000","UGX 750,000",25%
"Lenovo ThinkPad X1 Carbon 8th Gen Intel Core i7 14 Inch Slim Laptop, 16GB RAM 512GB SSD (Renewed)","UGX 1,699,000",,
"EliteBook 840, Core i5, 16GB Ram, 500GB Hdd Plus Free Bag And Mouse - Refurbished-6MONTHS WARRANTY - Black","UGX 662,000","UGX 990,000",33%
"EliteBook 840 G2, (Refurbished), Core i5, 8GB Ram, 500GB HDD 14inch, Black (with a Free laptop bag, Mouse & Foam cleaner & 6Months Warranty)","UGX 840,000","UGX 1,000,000",16%
"Mini Refurbished Travel Mate B115 - 11.6"" Touch Screen Intel Celeron 4GB RAM 128GB SSD - Black","UGX 379,000","UGX 700,000",46%
"Hp Pavilion 15, 15.6"" Intel Core i5  2.5Ghz 8GB RAM 512SSD Slim Laptop (Open Box) - Silver.  Brand New","UGX 2,200,000","UGX 3,000,000",27%
"Latitude 13.3 Inches Business Laptop,8GB RAM,256 GB SSD,Windows 11 Pro-Renewed","UGX 649,000","UGX 850,000",24%
Elitebook 840 G3 14 Inch Touch Screen I5 8GB Ram 750 GB (256GB SSD + 500GB HDD)  Windows 11  - Silver-Refurbished,"UGX 990,000","UGX 2,400,000",59%
"Latitude 3380-Business laptop, Intel Core I3 13.3""- 6th/7th Gen, 8GB RAM, 500GB HDD Refurbished – Grey","UGX 550,000","UGX 1,250,000",56%
"Hp 255 G8, AMD Ryzen 5 @ 2.1GHz, 8GB RAM, 256GB SSD","UGX 1,270,000","UGX 1,500,000",15%
DELL  (Renewed )  Latitude 11'' Inch 3189 / 3190 Touch X360 128GB SSD/4GB RAM Plus 500GB External HDD-Dark Grey,"UGX 570,000","UGX 800,000",29%
Hp 840 Elitebook Intel Corei5 - 5000U+ / 8GB RAM / 500GB HDD - Black,"UGX 589,000","UGX 990,000",41%
"Refurbished Think pad Yoga 11e Touchscreen 11.6"", Intel Celeron 128SSD, 4GB Ram (Free Bag) - Black","UGX 450,000","UGX 850,000",47%
DELL 3180/3190 11.6 Inch 4GB RAM 128GB SSD Laptop & Free Mouse - Grade A,"UGX 399,000","UGX 680,000",41%
"Latitude Intel Core i5-8th Generation 8GB RAM 256GB SSD 13-inch HD,Refurbished (6 MONTHS WARRANTY)– Black","UGX 759,000","UGX 999,000",24%
" (Refurbished) Elitebook 840 G5 14"" FHD Business Laptop Computer, Intel Quad-Core i7-8350U, 16GB DDR4 RAM, 512GB SSD, Backlit Keyboard, Type-C, HDMI, Windows 11 Pro","UGX 1,600,000","UGX 1,800,000",11%
"Elitebook 820,Core I5,8GB RAM,512 GB SSD ,Refurbished- Black( 6MTHS WRTY) Grade A","UGX 799,000","UGX 1,320,017",39%
"Elitebook 8460P, Intel Core I5,4GB RAM,500GB HDD,14"" Aluminium Body-Refurbished","UGX 469,000","UGX 899,000",48%
"Refurbished  Latitude E7470/7480 Intel Core i5 ,6th Gen 8GB RAM , 256gb SSD , 14"" inch -Silver","UGX 699,950","UGX 1,700,000",59%
3340 Intel Celeron 13.3 Inch 8GB RAM 1Tb Ssd- Black Laptop Refurbished,"UGX 499,990","UGX 960,000",48%
"Refurbished 14 Inch EliteBook 840 G1/G2, Core i5, 8GB Ram, 500GB HDD, Windows 10 Pro - Black","UGX 680,000","UGX 1,240,000",45%
"Refurbished NoteBook ,Core I5,12GB Ram,500GB HDD 14""Windows 11 Plus Bag and Mouse(6 MONTHS WARRANTY)-  Black","UGX 657,000","UGX 1,200,000",45%
" ThinkPad Yoga 12.5-inch, Intel, Core I5 8GB RAM, 256GB SSD, Touch Screen, -Black (Refurbished","UGX 730,000","UGX 900,000",19%
"Thinkpad Refurbished Yoga 11e, intel Celeron 500GB HDD,4GB Ram-Black","UGX 479,985","UGX 1,000,000",52%
Renewed 3310 13.3-inch Intel Duo Core 4GB RAM 128GB SSD-3 Months Warranty - Grey/Black,"UGX 449,000","UGX 599,000",25%
