Description,AvgMonthlySales,AvgDailySales,SalesStdDev,SafetyStock,LeadTimeDemand,ReorderPoint,AnnualDemand,EOQ
RIBBONS PURSE ,13.5,0.45,8.6,10,6.3,16.0,162.0,90.0
RIDGED BONNE JAM JAR T-LIGHT HOLDER,38.86,1.2953333333333332,29.81,33,18.13,51.0,466.32,153.0
RIDGED GLASS FINGER BOWL,94.6,3.1533333333333333,113.56,128,44.15,172.0,1135.1999999999998,238.0
RIDGED GLASS POSY VASE ,23.4,0.7799999999999999,16.09,18,10.92,29.0,280.79999999999995,118.0
RIDGED GLASS STORAGE JAR CREAM LID,12.12,0.40399999999999997,21.5,24,5.66,30.0,145.44,85.0
RIDGED GLASS T-LIGHT HOLDER,34.91,1.1636666666666666,25.63,29,16.29,45.0,418.91999999999996,145.0
RING OF ROSES BIRTHDAY CARD,136.62,4.554,87.85,99,63.76,163.0,1639.44,286.0
RIVIERA NECKLACE,3.5,0.11666666666666667,2.12,2,1.63,4.0,42.0,46.0
ROBIN CHRISTMAS CARD,3.0,0.1,,0,1.4,1.0,36.0,42.0
ROBOT BIRTHDAY CARD,291.92,9.730666666666668,125.19,141,136.23,277.0,3503.04,419.0
ROBOT MUG IN DISPLAY BOX,3.0,0.1,,0,1.4,1.0,36.0,42.0
ROCKING HORSE GREEN CHRISTMAS ,210.83,7.027666666666667,176.17,198,98.39,296.0,2529.96,356.0
ROCKING HORSE RED CHRISTMAS ,245.22,8.174,239.18,269,114.44,383.0,2942.64,384.0
ROCOCO WALL MIROR,2.0,0.06666666666666667,,0,0.93,1.0,24.0,35.0
ROCOCO WALL MIRROR WHITE,25.0,0.8333333333333334,20.42,23,11.67,35.0,300.0,122.0
ROLL WRAP 50'S CHRISTMAS,611.6,20.386666666666667,468.12,526,285.41,811.0,7339.200000000001,606.0
ROLL WRAP 50'S RED CHRISTMAS ,319.2,10.639999999999999,183.93,207,148.96,356.0,3830.3999999999996,438.0
ROLL WRAP VINTAGE CHRISTMAS,571.4,19.046666666666667,402.03,452,266.65,719.0,6856.799999999999,586.0
ROLL WRAP VINTAGE SPOT ,518.6,17.28666666666667,278.47,313,242.01,555.0,6223.200000000001,558.0
ROMANTIC IMAGES GIFT WRAP SET,67.09,2.2363333333333335,54.61,61,31.31,92.0,805.08,201.0
ROMANTIC IMAGES NOTEBOOK SET,34.08,1.136,17.82,20,15.9,36.0,408.96,143.0
ROMANTIC IMAGES SCRAP BOOK SET,4.0,0.13333333333333333,3.46,4,1.87,6.0,48.0,49.0
ROMANTIC PINKS RIBBONS ,92.15,3.0716666666666668,48.51,55,43.0,98.0,1105.8000000000002,235.0
ROSE 1 WICK MORRIS BOXED CANDLE,61.83,2.061,124.57,140,28.85,169.0,741.96,193.0
ROSE 3 WICK MORRIS BOX CANDLE,100.45,3.3483333333333336,149.67,168,46.88,215.0,1205.4,245.0
ROSE CARAVAN DOORSTOP,40.23,1.341,52.02,58,18.77,77.0,482.76,155.0
ROSE COLOUR PAIR HEART HAIR SLIDES,2.0,0.06666666666666667,1.73,2,0.93,3.0,24.0,35.0
ROSE COTTAGE KEEPSAKE BOX ,60.75,2.025,61.34,69,28.35,97.0,729.0,191.0
ROSE DU SUD COSMETICS BAG,5.11,0.17033333333333334,2.89,3,2.38,5.0,61.32000000000001,55.0
ROSE DU SUD CUSHION COVER,2.6,0.08666666666666667,3.05,3,1.21,4.0,31.200000000000003,39.0
ROSE DU SUD CUSHION COVER ,5.0,0.16666666666666666,4.0,4,2.33,6.0,60.0,55.0
ROSE DU SUD DRAWSTRING BAG,3.25,0.10833333333333334,1.89,2,1.52,4.0,39.0,44.0
ROSE DU SUD OVEN GLOVE,11.9,0.39666666666666667,11.1,12,5.55,18.0,142.8,84.0
ROSE DU SUD WASHBAG ,2.78,0.09266666666666666,2.17,2,1.3,3.0,33.36,41.0
ROSE FLOWER CANDLE+INCENSE 16X16CM,2.0,0.06666666666666667,0.0,0,0.93,1.0,24.0,35.0
ROSE FOLKART HEART DECORATIONS,32.54,1.0846666666666667,33.64,38,15.19,53.0,390.48,140.0
ROSE PENDANT TRIPLE SHELL NECKLACE,3.0,0.1,,0,1.4,1.0,36.0,42.0
ROSE SCENT CANDLE IN JEWELLED BOX,24.31,0.8103333333333332,21.76,24,11.34,35.0,291.71999999999997,121.0
ROSE SCENT CANDLE JEWELLED DRAWER,48.18,1.606,122.13,137,22.48,159.0,578.16,170.0
ROSES REGENCY TEACUP AND SAUCER ,702.46,23.415333333333333,312.77,351,327.81,679.0,8429.52,649.0
ROTATING LEAVES T-LIGHT HOLDER,94.46,3.1486666666666663,133.96,151,44.08,195.0,1133.52,238.0
ROTATING SILVER ANGELS T-LIGHT HLDR,718.82,23.96066666666667,897.58,1009,335.45,1344.0,8625.84,657.0
ROUND ARTICULATED PINK CLOCK W/SUCK,28.0,0.9333333333333333,,0,13.07,13.0,336.0,130.0
ROUND BLUE CLOCK WITH SUCKER,211.0,7.033333333333333,,0,98.47,98.0,2532.0,356.0
ROUND CACTUS CANDLE,3.0,0.1,2.83,3,1.4,4.0,36.0,42.0
ROUND CAKE TIN VINTAGE GREEN,39.69,1.323,24.36,27,18.52,46.0,476.28,154.0
ROUND CAKE TIN VINTAGE RED,68.54,2.284666666666667,47.99,54,31.99,86.0,822.48,203.0
ROUND CONTAINER SET OF 5 RETROSPOT,106.69,3.5563333333333333,98.14,110,49.79,160.0,1280.28,253.0
ROUND PINK HEART MIRROR,7.8,0.26,4.85,5,3.64,9.0,93.6,68.0
ROUND PURPLE CLOCK WITH SUCKER,73.4,2.4466666666666668,111.46,125,34.25,159.0,880.8000000000001,210.0
ROUND SNACK BOXES SET OF 4 FRUITS ,498.54,16.618000000000002,432.03,485,232.65,718.0,5982.4800000000005,547.0
ROUND SNACK BOXES SET OF 4 SKULLS,64.0,2.1333333333333333,37.58,42,29.87,72.0,768.0,196.0
ROUND SNACK BOXES SET OF4 WOODLAND ,623.08,20.769333333333336,243.03,273,290.77,564.0,7476.960000000001,611.0
ROUND STORAGE TIN VINTAGE LEAF,121.86,4.062,76.29,86,56.87,143.0,1462.32,270.0
ROUND WHITE CONFETTI IN TUBE,12.71,0.4236666666666667,11.71,13,5.93,19.0,152.52,87.0
RUBY DROP CHANDELIER EARRINGS,3.33,0.111,2.31,3,1.55,5.0,39.96,45.0
RUBY GLASS CLUSTER BRACELET,2.67,0.089,0.58,1,1.25,2.0,32.04,40.0
RUBY GLASS CLUSTER EARRINGS,1.0,0.03333333333333333,,0,0.47,0.0,12.0,24.0
RUBY GLASS CLUSTER NECKLACE,2.0,0.06666666666666667,,0,0.93,1.0,24.0,35.0
RUSTIC  SEVENTEEN DRAWER SIDEBOARD,3.18,0.10600000000000001,1.78,2,1.48,3.0,38.160000000000004,44.0
RUSTIC MIRROR WITH LACE HEART,110.75,3.691666666666667,71.93,81,51.68,133.0,1329.0,258.0
RUSTIC STRAWBERRY JAM POT LARGE ,65.25,2.175,52.91,59,30.45,89.0,783.0,198.0
RUSTIC STRAWBERRY JAM POT SMALL,102.0,3.4,47.24,53,47.6,101.0,1224.0,247.0
RUSTIC STRAWBERRY JAMPOT LARGE ,40.0,1.3333333333333333,30.2,34,18.67,53.0,480.0,155.0
RUSTIC STRAWBERRY JAMPOT SMALL,12.0,0.4,0.0,0,5.6,6.0,144.0,85.0
"RUSTIC WOODEN CABINET, GLASS DOORS",3.0,0.1,,0,1.4,1.0,36.0,42.0
S/12 MINI RABBIT EASTER,40.5,1.35,53.82,60,18.9,79.0,486.0,156.0
S/12 VANILLA  BOTANICAL T-LIGHTS,22.1,0.7366666666666667,19.17,22,10.31,32.0,265.20000000000005,115.0
S/15 SILVER GLASS BAUBLES IN BAG,83.67,2.789,79.35,89,39.05,128.0,1004.04,224.0
S/2 BEACH HUT TREASURE CHESTS,1.5,0.05,0.71,1,0.7,2.0,18.0,30.0
S/2 ZINC HEART DESIGN PLANTERS,3.64,0.12133333333333333,2.46,3,1.7,5.0,43.68,47.0
S/3 PINK SQUARE PLANTERS ROSES,1.0,0.03333333333333333,0.0,0,0.47,0.0,12.0,24.0
S/3 POT POURI CUSHIONS BLUE COLOURS,12.0,0.4,0.0,0,5.6,6.0,144.0,85.0
S/4 BLACK MINI ROSE CANDLE IN BOWL,31.71,1.057,44.1,50,14.8,65.0,380.52,138.0
S/4 CACTI CANDLES,38.23,1.2743333333333333,45.79,51,17.84,69.0,458.76,151.0
S/4 GROOVY CAT MAGNETS,17.75,0.5916666666666667,28.27,32,8.28,40.0,213.0,103.0
"S/4 ICON COASTER,ELVIS LIVES",8.33,0.2776666666666667,8.74,10,3.89,14.0,99.96000000000001,71.0
S/4 IVORY MINI ROSE CANDLE IN BOWL,40.92,1.364,51.17,58,19.1,77.0,491.04,157.0
S/4 PINK FLOWER CANDLES IN BOWL,62.08,2.0693333333333332,43.39,49,28.97,78.0,744.96,193.0
S/4 VALENTINE DECOUPAGE HEART BOX,228.17,7.605666666666666,352.04,396,106.48,502.0,2738.04,370.0
S/6 SEW ON CROCHET FLOWERS,12.0,0.4,12.79,14,5.6,20.0,144.0,85.0
S/6 WOODEN SKITTLES IN COTTON BAG,82.69,2.756333333333333,61.43,69,38.59,108.0,992.28,223.0
SALLE DE BAIN HOOK,55.89,1.863,60.08,68,26.08,94.0,670.6800000000001,183.0
SANDALWOOD FAN,129.92,4.330666666666667,180.4,203,60.63,264.0,1559.04,279.0
SANDWICH BATH SPONGE,147.25,4.908333333333333,142.15,160,68.72,229.0,1767.0,297.0
SAVE THE PLANET COTTON TOTE BAG,42.23,1.4076666666666666,19.69,22,19.71,42.0,506.76,159.0
SAVE THE PLANET MUG,405.0,13.5,303.27,341,189.0,530.0,4860.0,493.0
SAVOY ART DECO CLOCK,25.67,0.8556666666666667,34.41,39,11.98,51.0,308.04,124.0
SCALLOP SHELL SOAP DISH,1.0,0.03333333333333333,,0,0.47,0.0,12.0,24.0
SCANDINAVIAN 3 HEARTS NAPKIN RING,158.73,5.2909999999999995,154.39,173,74.07,247.0,1904.7599999999998,309.0
SCANDINAVIAN PAISLEY PICNIC BAG,189.77,6.325666666666667,205.12,231,88.56,320.0,2277.2400000000002,337.0
SCANDINAVIAN REDS RIBBONS,211.31,7.043666666666667,189.14,213,98.61,312.0,2535.7200000000003,356.0
SCENTED CANDLE IN DIGITALIS TIN,10.6,0.35333333333333333,9.5,11,4.95,16.0,127.19999999999999,80.0
SCENTED VELVET LOUNGE CANDLE ,162.55,5.418333333333334,165.2,186,75.86,262.0,1950.6000000000001,312.0
SCHOOL DESK AND CHAIR ,2.71,0.09033333333333333,1.5,2,1.26,3.0,32.519999999999996,40.0
SCOTTIE DOG HOT WATER BOTTLE,327.62,10.920666666666667,371.0,417,152.89,570.0,3931.44,443.0
SCOTTIE DOGS BABY BIB,127.92,4.264,109.41,123,59.7,183.0,1535.04,277.0
SCOTTIES CHILDRENS APRON,19.0,0.6333333333333333,0.0,0,8.87,9.0,228.0,107.0
SCOTTIES DESIGN WASHBAG,7.58,0.25266666666666665,10.18,11,3.54,15.0,90.96000000000001,67.0
SEASIDE FLYING DISC,32.25,1.075,34.14,38,15.05,53.0,387.0,139.0
SET 10 CARDS HANGING BAUBLES 17080,1.0,0.03333333333333333,,0,0.47,0.0,12.0,24.0
SET 10 LIGHTS NIGHT OWL,67.83,2.261,33.1,37,31.65,69.0,813.96,202.0
SET 10 NIGHT OWL LIGHTS,48.62,1.6206666666666665,34.41,39,22.69,62.0,583.4399999999999,171.0
SET 12 COLOUR PENCILS DOILEY,24.0,0.8,11.31,13,11.2,24.0,288.0,120.0
SET 12 COLOUR PENCILS DOLLY GIRL ,538.75,17.958333333333332,440.55,495,251.42,746.0,6465.0,569.0
SET 12 COLOUR PENCILS LOVE LONDON,382.75,12.758333333333333,251.31,282,178.62,461.0,4593.0,479.0
SET 12 COLOUR PENCILS SPACEBOY ,696.25,23.208333333333332,459.26,516,324.92,841.0,8355.0,646.0
SET 12 COLOURING PENCILS DOILEY,1.0,0.03333333333333333,,0,0.47,0.0,12.0,24.0
SET 12 COLOURING PENCILS DOILY,468.5,15.616666666666667,344.11,387,218.63,606.0,5622.0,530.0
SET 12 KIDS  WHITE CHALK STICKS,315.0,10.5,189.6,213,147.0,360.0,3780.0,435.0
SET 12 KIDS COLOUR  CHALK STICKS,539.46,17.982000000000003,370.21,416,251.75,668.0,6473.52,569.0
SET 12 LAVENDER  BOTANICAL T-LIGHTS,84.56,2.8186666666666667,64.38,72,39.46,111.0,1014.72,225.0
SET 12 RETRO WHITE CHALK STICKS,335.62,11.187333333333333,245.96,276,156.62,433.0,4027.44,449.0
SET 12 VINTAGE DOILY CHALK ,415.67,13.855666666666668,460.48,517,193.98,711.0,4988.04,499.0
SET 2 PANTRY DESIGN TEA TOWELS,245.18,8.172666666666666,170.06,191,114.42,305.0,2942.16,384.0
SET 2 TEA TOWELS I LOVE LONDON ,279.0,9.3,130.09,146,130.2,276.0,3348.0,409.0
SET 20 NAPKINS FAIRY CAKES DESIGN ,200.69,6.689666666666667,140.09,157,93.66,251.0,2408.2799999999997,347.0
SET 3 PAPER VINTAGE CHICK PAPER EGG,291.5,9.716666666666667,249.48,280,136.03,416.0,3498.0,418.0
"SET 3 RETROSPOT TEA,COFFEE,SUGAR",141.62,4.720666666666667,60.12,68,66.09,134.0,1699.44,291.0
SET 3 SONG BIRD PAPER EGGS ASSORTED,165.86,5.528666666666667,168.78,190,77.4,267.0,1990.3200000000002,315.0
SET 3 WICKER OVAL BASKETS W LIDS,77.0,2.566666666666667,100.74,113,35.93,149.0,924.0,215.0
SET 3 WICKER STORAGE BASKETS ,18.54,0.618,26.23,29,8.65,38.0,222.48,105.0
SET 36 COLOUR PENCILS DOILEY,32.0,1.0666666666666667,22.63,25,14.93,40.0,384.0,139.0
SET 36 COLOUR PENCILS DOLLY GIRL,324.0,10.8,281.22,316,151.2,467.0,3888.0,441.0
SET 36 COLOUR PENCILS LOVE LONDON,225.25,7.508333333333334,110.95,125,105.12,230.0,2703.0,368.0
SET 36 COLOUR PENCILS SPACEBOY ,376.25,12.541666666666666,294.06,330,175.58,506.0,4515.0,475.0
SET 36 COLOURING PENCILS DOILEY,1.0,0.03333333333333333,,0,0.47,0.0,12.0,24.0
SET 36 COLOURING PENCILS DOILY,323.5,10.783333333333333,272.21,306,150.97,457.0,3882.0,441.0
SET 4 NURSERY DES ROUND BOXES,18.33,0.611,27.47,31,8.55,40.0,219.95999999999998,105.0
SET 4 PICNIC CUTLERY BLUEBERRY,27.33,0.9109999999999999,3.51,4,12.75,17.0,327.96,128.0
SET 4 PICNIC CUTLERY CHERRY ,23.67,0.789,15.5,17,11.05,28.0,284.04,119.0
SET 4 PICNIC CUTLERY FONDANT,21.67,0.7223333333333334,8.39,9,10.11,19.0,260.04,114.0
SET 4 VALENTINE DECOUPAGE HEART BOX,22.0,0.7333333333333333,14.72,17,10.27,27.0,264.0,115.0
SET 40 HEART SHAPE PETIT FOUR CASES,852.0,28.4,884.88,994,397.6,1392.0,10224.0,715.0
SET 6 FOOTBALL CELEBRATION CANDLES,46.0,1.5333333333333334,32.51,37,21.47,58.0,552.0,166.0
SET 6 PAPER TABLE LANTERN HEARTS ,283.12,9.437333333333333,131.71,148,132.12,280.0,3397.44,412.0
SET 6 PAPER TABLE LANTERN STARS ,232.5,7.75,212.6,239,108.5,348.0,2790.0,373.0
SET 6 SCHOOL MILK BOTTLES IN CRATE,413.4,13.78,121.46,136,192.92,329.0,4960.799999999999,498.0
SET 7 BABUSHKA NESTING BOXES,127.23,4.2410000000000005,128.9,145,59.37,204.0,1526.76,276.0
SET 8 CANDLES VINTAGE DOILEY,40.67,1.3556666666666668,38.18,43,18.98,62.0,488.04,156.0
SET 8 CANDLES VINTAGE DOILY,205.8,6.86,114.27,128,96.04,224.0,2469.6000000000004,351.0
SET OF 10 LANTERNS FAIRY LIGHT STAR,62.67,2.089,81.77,92,29.25,121.0,752.04,194.0
SET OF 10 LED DOLLY LIGHTS,274.25,9.141666666666667,173.99,196,127.98,324.0,3291.0,406.0
SET OF 12  VINTAGE POSTCARD SET,163.85,5.461666666666667,132.16,149,76.46,225.0,1966.1999999999998,314.0
SET OF 12 FAIRY CAKE BAKING CASES,1373.83,45.794333333333334,598.75,673,641.12,1314.0,16485.96,908.0
SET OF 12 FORK CANDLES,243.0,8.1,134.74,151,113.4,264.0,2916.0,382.0
SET OF 12 MINI BUNNIES IN A BUCKET,6.6,0.22,4.16,5,3.08,8.0,79.19999999999999,63.0
SET OF 12 MINI LOAF BAKING CASES,993.83,33.12766666666667,440.1,495,463.79,959.0,11925.960000000001,772.0
SET OF 12 ROSE BOTANICAL T-LIGHTS,24.0,0.8,14.14,16,11.2,27.0,288.0,120.0
SET OF 12 T-LIGHTS VINTAGE DOILEY,20.33,0.6776666666666666,7.23,8,9.49,17.0,243.95999999999998,110.0
SET OF 12 T-LIGHTS VINTAGE DOILY,183.6,6.12,91.98,103,85.68,189.0,2203.2,332.0
SET OF 16 VINTAGE BLACK CUTLERY,9.67,0.3223333333333333,10.0,11,4.51,16.0,116.03999999999999,76.0
SET OF 16 VINTAGE IVORY CUTLERY,1.0,0.03333333333333333,0.0,0,0.47,0.0,12.0,24.0
SET OF 16 VINTAGE PISTACHIO CUTLERY,7.83,0.261,4.67,5,3.65,9.0,93.96000000000001,69.0
SET OF 16 VINTAGE RED CUTLERY,5.64,0.188,5.75,6,2.63,9.0,67.67999999999999,58.0
SET OF 16 VINTAGE ROSE CUTLERY,11.31,0.377,8.34,9,5.28,14.0,135.72,82.0
SET OF 16 VINTAGE SKY BLUE CUTLERY,6.5,0.21666666666666667,6.93,8,3.03,11.0,78.0,62.0
SET OF 2 CERAMIC CHRISTMAS REINDEER,239.17,7.972333333333333,256.78,289,111.61,401.0,2870.04,379.0
SET OF 2 CERAMIC CHRISTMAS TREES,107.86,3.5953333333333335,131.09,147,50.33,197.0,1294.32,254.0
SET OF 2 CERAMIC PAINTED HEARTS ,166.57,5.552333333333333,116.27,131,77.73,209.0,1998.84,316.0
SET OF 2 CHRISTMAS DECOUPAGE CANDLE,174.67,5.822333333333333,185.1,208,81.51,290.0,2096.04,324.0
SET OF 2 ROUND TINS CAMEMBERT ,18.62,0.6206666666666667,23.34,26,8.69,35.0,223.44,106.0
SET OF 2 ROUND TINS DUTCH CHEESE,18.69,0.623,28.62,32,8.72,41.0,224.28000000000003,106.0
SET OF 2 TEA TOWELS APPLE AND PEARS,152.31,5.077,88.42,99,71.08,170.0,1827.72,302.0
SET OF 2 TEA TOWELS PING MICROWAVE,11.29,0.3763333333333333,16.53,19,5.27,24.0,135.48,82.0
SET OF 2 TINS JARDIN DE PROVENCE,20.0,0.6666666666666666,23.88,27,9.33,36.0,240.0,110.0
SET OF 2 TINS VINTAGE BATHROOM ,13.69,0.4563333333333333,9.01,10,6.39,16.0,164.28,91.0
SET OF 2 TRAYS HOME SWEET HOME,62.5,2.0833333333333335,28.54,32,29.17,61.0,750.0,194.0
SET OF 2 WOODEN MARKET CRATES,35.54,1.1846666666666665,23.15,26,16.59,43.0,426.48,146.0
SET OF 20 KIDS COOKIE CUTTERS,319.15,10.638333333333332,186.41,209,148.94,358.0,3829.7999999999997,438.0
SET OF 20 VINTAGE CHRISTMAS NAPKINS,812.2,27.073333333333334,783.32,880,379.03,1259.0,9746.400000000001,698.0
SET OF 3 BABUSHKA STACKING TINS,89.33,2.9776666666666665,146.94,165,41.69,207.0,1071.96,232.0
SET OF 3 BIRD LIGHT PINK FEATHER ,128.31,4.277,190.6,214,59.88,274.0,1539.72,277.0
SET OF 3 BLACK FLYING DUCKS,36.54,1.218,39.95,45,17.05,62.0,438.48,148.0
SET OF 3 BUTTERFLY COOKIE CUTTERS,407.15,13.571666666666665,151.62,170,190.0,360.0,4885.799999999999,494.0
SET OF 3 CAKE TINS PANTRY DESIGN ,540.0,18.0,375.15,422,252.0,674.0,6480.0,569.0
SET OF 3 CAKE TINS SKETCHBOOK,70.0,2.3333333333333335,51.77,58,32.67,91.0,840.0,205.0
SET OF 3 COLOURED  FLYING DUCKS,98.25,3.275,142.83,161,45.85,207.0,1179.0,243.0
SET OF 3 CONEY ISLAND OVAL BOXES,3.0,0.1,2.45,3,1.4,4.0,36.0,42.0
SET OF 3 GOLD FLYING DUCKS,12.6,0.42,15.45,17,5.88,23.0,151.2,87.0
SET OF 3 HANGING OWLS OLLIE BEAK,520.29,17.343,470.6,529,242.8,772.0,6243.48,559.0
SET OF 3 HEART COOKIE CUTTERS,463.0,15.433333333333334,367.87,413,216.07,629.0,5556.0,527.0
SET OF 3 MINI HANGING PORTRAITS,16.0,0.5333333333333333,11.31,13,7.47,20.0,192.0,98.0
SET OF 3 NOTEBOOKS IN PARCEL,433.92,14.464,360.47,405,202.5,608.0,5207.04,510.0
SET OF 3 PANTRY WOODEN SPOONS,64.0,2.1333333333333333,73.98,83,29.87,113.0,768.0,196.0
SET OF 3 PINK FLYING DUCKS,1.0,0.03333333333333333,,0,0.47,0.0,12.0,24.0
SET OF 3 REGENCY CAKE TINS,836.57,27.88566666666667,396.94,446,390.4,836.0,10038.84,708.0
SET OF 3 WOODEN HEART DECORATIONS,535.29,17.843,340.64,383,249.8,633.0,6423.48,567.0
SET OF 3 WOODEN SLEIGH DECORATIONS,263.57,8.785666666666666,240.51,270,123.0,393.0,3162.84,398.0
SET OF 3 WOODEN STOCKING DECORATION,282.14,9.404666666666666,235.97,265,131.67,397.0,3385.68,411.0
SET OF 3 WOODEN TREE DECORATIONS,240.0,8.0,228.47,257,112.0,369.0,2880.0,379.0
SET OF 36 DINOSAUR PAPER DOILIES,26.55,0.885,18.12,20,12.39,32.0,318.6,126.0
SET OF 36 DOILIES PANTRY DESIGN,442.17,14.739,335.25,377,206.35,583.0,5306.04,515.0
SET OF 36 DOILIES SPACEBOY DESIGN ,72.73,2.4243333333333337,104.93,118,33.94,152.0,872.76,209.0
SET OF 36 DOLLY GIRL PAPER DOILIES,21.0,0.7,26.87,30,9.8,40.0,252.0,112.0
SET OF 36 MUSHROOM PAPER DOILIES,14.45,0.48166666666666663,17.31,19,6.74,26.0,173.39999999999998,93.0
SET OF 36 PAISLEY FLOWER DOILIES,156.62,5.220666666666667,87.27,98,73.09,171.0,1879.44,307.0
SET OF 36 PANTRY PAPER DOILIES,13.0,0.43333333333333335,19.08,21,6.07,27.0,156.0,88.0
SET OF 36 SPACEBOY PAPER DOILIES,16.67,0.5556666666666668,13.05,15,7.78,23.0,200.04000000000002,100.0
SET OF 36 TEATIME PAPER DOILIES,225.23,7.507666666666666,163.17,183,105.11,288.0,2702.7599999999998,368.0
SET OF 36 VINTAGE CHRISTMAS DOILIES,27.0,0.9,,0,12.6,13.0,324.0,127.0
SET OF 4 BLACK LOVEBIRD COASTERS,30.36,1.012,25.01,28,14.17,42.0,364.32,135.0
SET OF 4 CAROUSEL PLACEMATS ,10.0,0.3333333333333333,10.57,12,4.67,17.0,120.0,77.0
SET OF 4 DIAMOND NAPKIN RINGS,16.11,0.537,13.94,16,7.52,24.0,193.32,98.0
SET OF 4 ENGLISH ROSE COASTERS,81.77,2.7256666666666667,40.25,45,38.16,83.0,981.24,221.0
SET OF 4 ENGLISH ROSE PLACEMATS,47.08,1.5693333333333332,32.62,37,21.97,59.0,564.96,168.0
SET OF 4 FAIRY CAKE PLACEMATS,12.0,0.4,6.49,7,5.6,13.0,144.0,85.0
SET OF 4 FAIRY CAKE PLACEMATS ,40.92,1.364,64.28,72,19.1,91.0,491.04,157.0
SET OF 4 GREEN CAROUSEL COASTERS,3.57,0.119,3.21,4,1.67,6.0,42.839999999999996,46.0
SET OF 4 JAM JAR MAGNETS,247.2,8.24,81.73,92,115.36,207.0,2966.3999999999996,385.0
SET OF 4 KNICK KNACK TINS  DOILEY ,6.0,0.2,,0,2.8,3.0,72.0,60.0
SET OF 4 KNICK KNACK TINS DOILEY ,360.6,12.020000000000001,353.49,397,168.28,565.0,4327.200000000001,465.0
SET OF 4 KNICK KNACK TINS DOILY ,458.8,15.293333333333333,203.77,229,214.11,443.0,5505.6,525.0
SET OF 4 KNICK KNACK TINS LEAF,123.33,4.111,49.24,55,57.55,113.0,1479.96,272.0
SET OF 4 KNICK KNACK TINS LEAVES ,101.33,3.377666666666667,120.36,135,47.29,182.0,1215.96,247.0
SET OF 4 KNICK KNACK TINS LONDON ,255.43,8.514333333333333,77.85,87,119.2,206.0,3065.16,391.0
SET OF 4 KNICK KNACK TINS POPPIES,117.57,3.9189999999999996,58.3,66,54.87,121.0,1410.84,266.0
SET OF 4 NAPKIN CHARMS 3 KEYS ,15.5,0.5166666666666667,15.52,17,7.23,24.0,186.0,96.0
SET OF 4 NAPKIN CHARMS CROWNS ,23.18,0.7726666666666666,23.81,27,10.82,38.0,278.15999999999997,118.0
SET OF 4 NAPKIN CHARMS CUTLERY,90.23,3.0076666666666667,107.14,120,42.11,162.0,1082.76,233.0
SET OF 4 NAPKIN CHARMS HEARTS,58.69,1.9563333333333333,29.62,33,27.39,60.0,704.28,188.0
SET OF 4 NAPKIN CHARMS INSTRUMENT,10.18,0.3393333333333333,11.5,13,4.75,18.0,122.16,78.0
SET OF 4 NAPKIN CHARMS LEAVES   ,15.42,0.514,14.58,16,7.2,23.0,185.04,96.0
SET OF 4 NAPKIN CHARMS STARS   ,28.11,0.9369999999999999,23.67,27,13.12,40.0,337.32,130.0
SET OF 4 PANTRY JELLY MOULDS,1072.0,35.733333333333334,309.48,348,500.27,848.0,12864.0,802.0
SET OF 4 PISTACHIO LOVEBIRD COASTER,30.25,1.0083333333333333,19.24,22,14.12,36.0,363.0,135.0
SET OF 4 POLKADOT COASTERS,8.17,0.2723333333333333,7.11,8,3.81,12.0,98.03999999999999,70.0
SET OF 4 POLKADOT PLACEMATS ,8.67,0.289,8.2,9,4.05,13.0,104.03999999999999,72.0
SET OF 4 ROSE BOTANICAL CANDLES,73.73,2.457666666666667,99.39,112,34.41,146.0,884.76,210.0
SET OF 4 SANTA PLACE SETTINGS,165.43,5.514333333333334,152.12,171,77.2,248.0,1985.16,315.0
SET OF 5 LUCKY CAT MAGNETS ,253.8,8.46,76.62,86,118.44,204.0,3045.6000000000004,390.0
SET OF 5 MINI GROCERY MAGNETS,163.8,5.46,79.76,90,76.44,166.0,1965.6000000000001,313.0
SET OF 5 PANCAKE DAY MAGNETS,253.67,8.455666666666666,88.61,100,118.38,218.0,3044.04,390.0
SET OF 6 3D KIT CARDS FOR KIDS,101.69,3.3896666666666664,51.18,58,47.46,105.0,1220.28,247.0
SET OF 6 CAKE CHOPSTICKS,34.83,1.161,32.28,36,16.25,52.0,417.96,145.0
SET OF 6 EASTER RAINBOW CHICKS,12.0,0.4,,0,5.6,6.0,144.0,85.0
SET OF 6 FUNKY BEAKERS,23.08,0.7693333333333333,34.63,39,10.77,50.0,276.96,118.0
SET OF 6 GIRLS CELEBRATION CANDLES,37.54,1.2513333333333334,20.74,23,17.52,41.0,450.48,150.0
SET OF 6 HALLOWEEN GHOST T-LIGHTS,104.33,3.4776666666666665,156.77,176,48.69,225.0,1251.96,250.0
SET OF 6 HEART CHOPSTICKS,45.85,1.5283333333333333,53.23,60,21.4,81.0,550.2,166.0
SET OF 6 HERB TINS SKETCHBOOK,81.46,2.715333333333333,59.95,67,38.01,105.0,977.52,221.0
SET OF 6 ICE CREAM SKITTLES,5.33,0.17766666666666667,2.31,3,2.49,5.0,63.96,57.0
SET OF 6 KASHMIR FOLKART BAUBLES,70.5,2.35,107.56,121,32.9,154.0,846.0,206.0
SET OF 6 NATIVITY MAGNETS ,363.29,12.109666666666667,322.18,362,169.54,532.0,4359.4800000000005,467.0
